city,school_name,campus_name,campus_address,dining_venue,floor,source_url,source_date,campus_source_url,verification_basis,official_code,review_status,reviewed_at
"哈尔滨市","哈尔滨工业大学","一校区","黑龙江省哈尔滨市南岗区西大直街92号","功夫厨房","负一层","https://yx.hit.edu.cn/yx/wz/wztz?lx=2","","https://www.hit.edu.cn/772/list.htm","高校官方页面直接明确校区、餐饮点和楼层","4123010213","confirmed_official_source","2026-08-12"
"哈尔滨市","哈尔滨工业大学","一校区","黑龙江省哈尔滨市南岗区西大直街92号","美食林餐厅","二层","https://yx.hit.edu.cn/yx/wz/wztz?lx=2","","https://www.hit.edu.cn/772/list.htm","高校官方页面直接明确校区、餐饮点和楼层","4123010213","confirmed_official_source","2026-08-12"
"哈尔滨市","哈尔滨工业大学","一校区","黑龙江省哈尔滨市南岗区西大直街92号","未来“食”空","一层","https://yx.hit.edu.cn/yx/wz/wztz?lx=2","","https://www.hit.edu.cn/772/list.htm","高校官方页面直接明确校区、餐饮点和楼层","4123010213","confirmed_official_source","2026-08-12"
"哈尔滨市","哈尔滨工业大学","一校区","黑龙江省哈尔滨市南岗区西大直街92号","学苑餐厅","一层","https://yx.hit.edu.cn/yx/wz/wztz?lx=2","","https://www.hit.edu.cn/772/list.htm","高校官方页面直接明确校区、餐饮点和楼层","4123010213","confirmed_official_source","2026-08-12"
"哈尔滨市","哈尔滨工业大学","一校区","黑龙江省哈尔滨市南岗区西大直街92号","阳光餐厅","三层","https://yx.hit.edu.cn/yx/wz/wztz?lx=2","","https://www.hit.edu.cn/772/list.htm","高校官方页面直接明确校区、餐饮点和楼层","4123010213","confirmed_official_source","2026-08-12"
"哈尔滨市","哈尔滨理工大学","南区","黑龙江省哈尔滨市香坊区林园路4号","南区食堂","一楼、二楼","https://gzc.hrbust.edu.cn/2026/0119/c1291a103150/pagem.htm","2026","https://gzc.hrbust.edu.cn/2026/0119/c1291a103150/pagem.htm","高校官方页面直接明确校区、餐饮点和楼层","4123010214","confirmed_official_source","2026-08-12"
"哈尔滨市","哈尔滨理工大学","西区","黑龙江省哈尔滨市南岗区学府路52号","西区一食堂","一楼、二楼","https://gzc.hrbust.edu.cn/2026/0119/c1291a103150/pagem.htm","2026","https://gzc.hrbust.edu.cn/2026/0119/c1291a103150/pagem.htm","高校官方页面直接明确校区、餐饮点和楼层","4123010214","confirmed_official_source","2026-08-12"
"哈尔滨市","哈尔滨理工大学","西区","黑龙江省哈尔滨市南岗区学府路52号","西区中心食堂","三楼","https://gzc.hrbust.edu.cn/2026/0119/c1291a103150/pagem.htm","2026","https://gzc.hrbust.edu.cn/2026/0119/c1291a103150/pagem.htm","高校官方页面直接明确校区、餐饮点和楼层","4123010214","confirmed_official_source","2026-08-12"
"哈尔滨市","哈尔滨学院","校本部（中兴大道）","黑龙江省哈尔滨市南岗区中兴大道109号","三食堂教工餐厅","三楼","https://www.hrbu.edu.cn/info/1013/200511.htm","2025","https://www.hrbu.edu.cn/info/1013/200511.htm","官方页面给出学校地址及餐厅楼层；校区字段采用地址型限定，避免虚构“主校区”正式名称","4123010234","confirmed_official_source","2026-08-12"
"哈尔滨市","哈尔滨学院","校本部（中兴大道）","黑龙江省哈尔滨市南岗区中兴大道109号","一食堂大灶","一楼","https://www.hrbu.edu.cn/info/1013/200511.htm","2025","https://www.hrbu.edu.cn/info/1013/200511.htm","官方页面给出学校地址及餐厅楼层；校区字段采用地址型限定，避免虚构“主校区”正式名称","4123010234","confirmed_official_source","2026-08-12"
"哈尔滨市","哈尔滨学院","校本部（中兴大道）","黑龙江省哈尔滨市南岗区中兴大道109号","一食堂教工餐厅","二楼","https://www.hrbu.edu.cn/info/1013/200511.htm","2025","https://www.hrbu.edu.cn/info/1013/200511.htm","官方页面给出学校地址及餐厅楼层；校区字段采用地址型限定，避免虚构“主校区”正式名称","4123010234","confirmed_official_source","2026-08-12"
"哈尔滨市","黑龙江职业学院","第一校区","黑龙江省哈尔滨市南岗区学府路5号","第一食堂大伙","一楼","https://www.hljp.edu.cn/zhfw1/cyfw.htm","","https://www.hljp.edu.cn/zhfw1/cyfw.htm","官方餐饮服务页同时明确第一校区地址与第一食堂各经营楼层","4123011449","confirmed_official_source","2026-08-12"
"哈尔滨市","黑龙江职业学院","第一校区","黑龙江省哈尔滨市南岗区学府路5号","第一食堂教工餐厅","四楼","https://www.hljp.edu.cn/zhfw1/cyfw.htm","","https://www.hljp.edu.cn/zhfw1/cyfw.htm","官方餐饮服务页同时明确第一校区地址与第一食堂各经营楼层","4123011449","confirmed_official_source","2026-08-12"
"哈尔滨市","黑龙江职业学院","第一校区","黑龙江省哈尔滨市南岗区学府路5号","第一食堂特设餐厅","二楼、三楼","https://www.hljp.edu.cn/zhfw1/cyfw.htm","","https://www.hljp.edu.cn/zhfw1/cyfw.htm","官方餐饮服务页同时明确第一校区地址与第一食堂各经营楼层","4123011449","confirmed_official_source","2026-08-12"
"南昌市","华东交通大学","枫林校区","江西省南昌市经济技术开发区枫林大道892号","枫林校区食堂","一楼、二楼","https://news.ecut.edu.cn/3e/4e/c2419a81486/page.htm","2020","https://news.ecut.edu.cn/3e/4e/c2419a81486/page.htm","高校官方页面直接说明枫林校区食堂共两层；来源较早，标记为需年度存续复核","4136010405","confirmed_official_source","2026-08-12"
"南昌市","南昌航空大学","前湖校区","江西省南昌市红谷滩区丰和南大道696号","三食堂桃园餐厅","一楼","https://www.nchu.edu.cn/xwzx/xngg/content_183020","2025","https://www.nchu.edu.cn/xwzx/xngg/content_183020","2025官方招商公告逐项明确前湖校区、餐厅及经营楼层；只保留公告直接写明的楼层","4136010406","confirmed_official_source","2026-08-12"
"南昌市","南昌航空大学","前湖校区","江西省南昌市红谷滩区丰和南大道696号","学生二食堂","二楼","https://www.nchu.edu.cn/xwzx/xngg/content_183020","2025","https://www.nchu.edu.cn/xwzx/xngg/content_183020","2025官方招商公告逐项明确前湖校区、餐厅及经营楼层；只保留公告直接写明的楼层","4136010406","confirmed_official_source","2026-08-12"
"南昌市","南昌航空大学","前湖校区","江西省南昌市红谷滩区丰和南大道696号","学生一食堂","一楼","https://www.nchu.edu.cn/xwzx/xngg/content_183020","2025","https://www.nchu.edu.cn/xwzx/xngg/content_183020","2025官方招商公告逐项明确前湖校区、餐厅及经营楼层；只保留公告直接写明的楼层","4136010406","confirmed_official_source","2026-08-12"
"南昌市","南昌航空大学","前湖校区","江西省南昌市红谷滩区丰和南大道696号","学生一食堂博雅园餐厅","一楼、二楼","https://www.nchu.edu.cn/xwzx/xngg/content_183020","2025","https://www.nchu.edu.cn/xwzx/xngg/content_183020","2025官方招商公告逐项明确前湖校区、餐厅及经营楼层；只保留公告直接写明的楼层","4136010406","confirmed_official_source","2026-08-12"
"厦门市","厦门大学","思明校区","福建省厦门市思明区思明南路422号","东苑餐厅","一楼、三楼","https://hqjt.xmu.edu.cn/info/1023/273572.htm","2025","https://zs.xmu.edu.cn/info/1115/2718.htm","2025厦门大学后勤官方指南按校区逐餐厅列明供餐楼层；南光餐厅仅保留另一官方页直接证实的二楼","4135010384","confirmed_official_source","2026-08-12"
"厦门市","厦门大学","思明校区","福建省厦门市思明区思明南路422号","芙蓉餐厅","一楼、二楼","https://hqjt.xmu.edu.cn/info/1023/273572.htm","2025","https://zs.xmu.edu.cn/info/1115/2718.htm","2025厦门大学后勤官方指南按校区逐餐厅列明供餐楼层；南光餐厅仅保留另一官方页直接证实的二楼","4135010384","confirmed_official_source","2026-08-12"
"厦门市","厦门大学","思明校区","福建省厦门市思明区思明南路422号","海滨餐厅","一楼、二楼","https://hqjt.xmu.edu.cn/info/1023/273572.htm","2025","https://zs.xmu.edu.cn/info/1115/2718.htm","2025厦门大学后勤官方指南按校区逐餐厅列明供餐楼层；南光餐厅仅保留另一官方页直接证实的二楼","4135010384","confirmed_official_source","2026-08-12"
"厦门市","厦门大学","思明校区","福建省厦门市思明区思明南路422号","海韵学生公寓第一餐厅","一楼、二楼","https://hqjt.xmu.edu.cn/info/1023/273572.htm","2025","https://zs.xmu.edu.cn/info/1115/2718.htm","2025厦门大学后勤官方指南按校区逐餐厅列明供餐楼层；南光餐厅仅保留另一官方页直接证实的二楼","4135010384","confirmed_official_source","2026-08-12"
"厦门市","厦门大学","思明校区","福建省厦门市思明区思明南路422号","南光餐厅","二楼","https://hqjt.xmu.edu.cn/info/3171/264191.htm","2025","https://zs.xmu.edu.cn/info/1115/2718.htm","2025厦门大学后勤官方指南按校区逐餐厅列明供餐楼层；南光餐厅仅保留另一官方页直接证实的二楼","4135010384","confirmed_official_source","2026-08-12"
"厦门市","厦门大学","思明校区","福建省厦门市思明区思明南路422号","勤业餐厅","一楼、二楼、三楼","https://hqjt.xmu.edu.cn/info/1023/273572.htm","2025","https://zs.xmu.edu.cn/info/1115/2718.htm","2025厦门大学后勤官方指南按校区逐餐厅列明供餐楼层；南光餐厅仅保留另一官方页直接证实的二楼","4135010384","confirmed_official_source","2026-08-12"
"厦门市","厦门大学","翔安校区","福建省厦门市翔安区翔安南路4221号","丰庭餐厅","一楼、二楼、三楼","https://hqjt.xmu.edu.cn/info/1023/273572.htm","2025","https://zs.xmu.edu.cn/info/1115/2718.htm","2025厦门大学后勤官方指南按校区逐餐厅列明供餐楼层；南光餐厅仅保留另一官方页直接证实的二楼","4135010384","confirmed_official_source","2026-08-12"
"厦门市","厦门大学","翔安校区","福建省厦门市翔安区翔安南路4221号","竞丰餐厅","一楼、二楼、三楼","https://hqjt.xmu.edu.cn/info/1023/273572.htm","2025","https://zs.xmu.edu.cn/info/1115/2718.htm","2025厦门大学后勤官方指南按校区逐餐厅列明供餐楼层；南光餐厅仅保留另一官方页直接证实的二楼","4135010384","confirmed_official_source","2026-08-12"
"厦门市","厦门大学","翔安校区","福建省厦门市翔安区翔安南路4221号","思源餐厅","一楼、二楼、三楼","https://hqjt.xmu.edu.cn/info/1023/273572.htm","2025","https://zs.xmu.edu.cn/info/1115/2718.htm","2025厦门大学后勤官方指南按校区逐餐厅列明供餐楼层；南光餐厅仅保留另一官方页直接证实的二楼","4135010384","confirmed_official_source","2026-08-12"
"长沙市","国防科技大学","长沙校区一号院","","二食堂","二楼、三楼、四楼","https://www.nudt.edu.cn/zjkd/xysh/11433b98782f453faa5b4bac7b82b4e4.htm","2022","https://www.nudt.edu.cn/zjkd/xysh/11433b98782f453faa5b4bac7b82b4e4.htm","官方页说明一楼为加工和仓储区，仅二至四楼为实际就餐区；军队院校不计入教育部普通高校城市基线","","confirmed_official_source","2026-08-12"
"长沙市","湖南大学","德智学生公寓","湖南省长沙市岳麓区后湖路348号","德智一食堂","一楼","https://hqfw.hnu.edu.cn/ffzn/cy/ztgl.htm","","https://www.hnu.edu.cn/xysh/ssss.htm","高校官方页面直接明确校区、餐饮点和楼层","4143010532","confirmed_official_source","2026-08-12"
"长沙市","湖南大学","南校区","湖南省长沙市岳麓区麓山南路2号","六食堂","三楼","https://hqfw.hnu.edu.cn/ffzn/cy/ztgl.htm","","https://www.hnu.edu.cn/xysh/ssss.htm","高校官方页面直接明确校区、餐饮点和楼层","4143010532","confirmed_official_source","2026-08-12"
"长沙市","湖南大学","南校区","湖南省长沙市岳麓区麓山南路2号","三食堂","二楼","https://hqfw.hnu.edu.cn/ffzn/cy/ztgl.htm","","https://www.hnu.edu.cn/xysh/ssss.htm","高校官方页面直接明确校区、餐饮点和楼层","4143010532","confirmed_official_source","2026-08-12"
"长沙市","湖南大学","南校区","湖南省长沙市岳麓区麓山南路2号","四食堂","一楼","https://hqfw.hnu.edu.cn/ffzn/cy/ztgl.htm","","https://www.hnu.edu.cn/xysh/ssss.htm","高校官方页面直接明确校区、餐饮点和楼层","4143010532","confirmed_official_source","2026-08-12"
"长沙市","湖南大学","南校区","湖南省长沙市岳麓区麓山南路2号","五食堂","一楼","https://hqfw.hnu.edu.cn/ffzn/cy/ztgl.htm","","https://www.hnu.edu.cn/xysh/ssss.htm","高校官方页面直接明确校区、餐饮点和楼层","4143010532","confirmed_official_source","2026-08-12"
"长沙市","湖南大学","天马学生公寓","湖南省长沙市岳麓区阜埠河路221号","天马二食堂","一楼、二楼","https://hqfw.hnu.edu.cn/ffzn/cy/ztgl.htm","","https://www.hnu.edu.cn/xysh/ssss.htm","高校官方页面直接明确校区、餐饮点和楼层","4143010532","confirmed_official_source","2026-08-12"
"长沙市","湖南大学","天马学生公寓","湖南省长沙市岳麓区阜埠河路221号","天马一食堂","一楼","https://hqfw.hnu.edu.cn/ffzn/cy/ztgl.htm","","https://www.hnu.edu.cn/xysh/ssss.htm","高校官方页面直接明确校区、餐饮点和楼层","4143010532","confirmed_official_source","2026-08-12"
"长沙市","湖南师范大学","二里半校区","长沙市岳麓区麓山路36号","佳园二楼大众食堂","佳园二楼","https://hqc.hunnu.edu.cn/info/1163/1734.htm","","https://zsb.hunnu.edu.cn/info/1081/1589.htm","高校官方页面直接明确校区、餐饮点和楼层","4143010542","confirmed_official_source","2026-08-12"
"长沙市","湖南师范大学","二里半校区","长沙市岳麓区麓山路36号","佳园三楼教职工食堂","佳园三楼","https://hqc.hunnu.edu.cn/info/1163/1734.htm","","https://zsb.hunnu.edu.cn/info/1081/1589.htm","高校官方页面直接明确校区、餐饮点和楼层","4143010542","confirmed_official_source","2026-08-12"
"长沙市","湖南师范大学","二里半校区","长沙市岳麓区麓山路36号","佳园一楼自选食堂","佳园一楼","https://hqc.hunnu.edu.cn/info/1163/1734.htm","","https://zsb.hunnu.edu.cn/info/1081/1589.htm","高校官方页面直接明确校区、餐饮点和楼层","4143010542","confirmed_official_source","2026-08-12"
"长沙市","湖南师范大学","二里半校区","长沙市岳麓区麓山路36号","兰桂苑二楼自选食堂","兰桂苑二楼","https://hqc.hunnu.edu.cn/info/1163/1734.htm","","https://zsb.hunnu.edu.cn/info/1081/1589.htm","高校官方页面直接明确校区、餐饮点和楼层","4143010542","confirmed_official_source","2026-08-12"
"长沙市","湖南师范大学","二里半校区","长沙市岳麓区麓山路36号","兰桂苑一楼风味食堂","兰桂苑一楼","https://hqc.hunnu.edu.cn/info/1163/1734.htm","","https://zsb.hunnu.edu.cn/info/1081/1589.htm","高校官方页面直接明确校区、餐饮点和楼层","4143010542","confirmed_official_source","2026-08-12"
"长沙市","长沙理工大学","金盆岭校区","湖南省长沙市天心区赤岭路45号","东苑食堂","一楼、二楼","https://www.csust.edu.cn/hqjt/fwdh/cyfwb1/stjs.htm","2024-","https://www.csust.edu.cn/hqjt/fwdh/cyfwb1/stjs.htm","高校官方页面直接明确校区、餐饮点和楼层","4143010536","confirmed_official_source","2026-08-12"
"长沙市","长沙理工大学","金盆岭校区","湖南省长沙市天心区赤岭路45号","南苑食堂","一楼、二楼","https://www.csust.edu.cn/hqjt/fwdh/cyfwb1/stjs.htm","2024-","https://www.csust.edu.cn/hqjt/fwdh/cyfwb1/stjs.htm","高校官方页面直接明确校区、餐饮点和楼层","4143010536","confirmed_official_source","2026-08-12"
"长沙市","长沙理工大学","金盆岭校区","湖南省长沙市天心区赤岭路45号","西苑食堂","一楼、二楼、三楼","https://www.csust.edu.cn/hqjt/fwdh/cyfwb1/stjs.htm","2024-","https://www.csust.edu.cn/hqjt/fwdh/cyfwb1/stjs.htm","高校官方页面直接明确校区、餐饮点和楼层","4143010536","confirmed_official_source","2026-08-12"
"长沙市","长沙理工大学","云塘校区","湖南省长沙市雨花区万家丽南路二段960号","甘饴园食堂","一楼、二楼、三楼","https://www.csust.edu.cn/hqjt/fwdh/cyfwb1/stjs.htm","2024-","https://www.csust.edu.cn/hqjt/fwdh/cyfwb1/stjs.htm","高校官方页面直接明确校区、餐饮点和楼层","4143010536","confirmed_official_source","2026-08-12"
"长沙市","长沙理工大学","云塘校区","湖南省长沙市雨花区万家丽南路二段960号","汀香园食堂","一楼、二楼、三楼","https://www.csust.edu.cn/hqjt/fwdh/cyfwb1/stjs.htm","2024-","https://www.csust.edu.cn/hqjt/fwdh/cyfwb1/stjs.htm","高校官方页面直接明确校区、餐饮点和楼层","4143010536","confirmed_official_source","2026-08-12"
"长沙市","中南大学","潇湘校区","湖南省长沙市潇湘中路405号","潇湘校区一食堂","一楼、二楼","https://hqbzb.csu.edu.cn/info/1015/6340.htm","2025-12/2026-01","https://journals.csu.edu.cn/%E5%85%B3%E4%BA%8E%E6%88%91%E4%BB%AC","高校官方页面直接明确校区、餐饮点和楼层","4143010533","confirmed_official_source","2026-08-12"
"长沙市","中南大学","杏林校区","湖南省长沙市岳麓区桐梓坡路172号","十一食堂","一楼","https://hqbzb.csu.edu.cn/info/1015/6407.htm","2025-12/2026-01","https://sph.csu.edu.cn/xygk/lxwm.htm","高校官方页面直接明确校区、餐饮点和楼层","4143010533","confirmed_official_source","2026-08-12"
"长沙市","中南大学","岳麓山校区","湖南省长沙市麓山南路932号","九食堂","一楼","https://hqbzb.csu.edu.cn/info/1015/6407.htm","2025-12/2026-01","https://www.csu.edu.cn/lxwm.htm","高校官方页面直接明确校区、餐饮点和楼层","4143010533","confirmed_official_source","2026-08-12"
"长沙市","中南大学","岳麓山校区","湖南省长沙市麓山南路932号","三食堂","一楼","https://hqbzb.csu.edu.cn/info/1015/6407.htm","2025-12/2026-01","https://www.csu.edu.cn/lxwm.htm","高校官方页面直接明确校区、餐饮点和楼层","4143010533","confirmed_official_source","2026-08-12"
