city,official_code,school_name,campus_name,campus_address,dining_venue,floor,source_date,campus_source_url,source_url,review_status,reviewed_at,verification_basis
天津市,4112010056,天津大学,卫津路校区,天津市南开区卫津路92号,学四食堂,一至三层,,https://zs.tju.edu.cn/ym21/lxwm/xxlxfs.htm,https://yx.tju.edu.cn/jztd/ys/201806/t20180602_307309.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
天津市,4112010056,天津大学,卫津路校区,天津市南开区卫津路92号,清真食堂,二层,,https://zs.tju.edu.cn/ym21/lxwm/xxlxfs.htm,https://yx.tju.edu.cn/jztd/ys/201806/t20180602_307309.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
天津市,4113010080,河北工业大学,北辰校区,天津市北辰区双口镇西平道5340号,东区食堂,一楼、二楼东西侧、三楼多餐厅,,https://www.hebut.edu.cn/jblm/hwjl/ylsngyxy/xysha/91731.htm,https://hq.hebut.edu.cn/gzdt/daae6bcc5ff44580ac92f1379f2ba90b.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
天津市,4113010080,河北工业大学,北辰校区,天津市北辰区双口镇西平道5340号,西区新食堂,含三楼火锅经营区域,,https://www.hebut.edu.cn/jblm/hwjl/ylsngyxy/xysha/91731.htm,https://hq.hebut.edu.cn/gzdt/daae6bcc5ff44580ac92f1379f2ba90b.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
天津市,4113010080,河北工业大学,北辰校区,天津市北辰区双口镇西平道5340号,西区食堂,一楼、二楼、三楼,,https://www.hebut.edu.cn/jblm/hwjl/ylsngyxy/xysha/91731.htm,https://hq.hebut.edu.cn/gzdt/daae6bcc5ff44580ac92f1379f2ba90b.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
天津市,4113010080,河北工业大学,红桥校区,天津市红桥区丁字沽光荣道8号河北工业大学东院,南院学生食堂,一楼、二楼；另有三楼委托经营公告,,https://www.hebut.edu.cn/jblm/hwjl/ylsngyxy/xysha/91731.htm,https://hq.hebut.edu.cn/gzdt/daae6bcc5ff44580ac92f1379f2ba90b.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
太原市,4114010112,太原理工大学,迎西校区,中国山西省太原市万柏林区迎泽西大街79号,思源餐厅,一层北、一层南、二层,,https://www.tyut.edu.cn/,https://houqin.tyut.edu.cn/info/1010/6625.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
太原市,4114010112,太原理工大学,迎西校区,中国山西省太原市万柏林区迎泽西大街79号,清泽餐厅,二、三层,,https://www.tyut.edu.cn/,https://houqin.tyut.edu.cn/info/1010/6625.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
广州市,4144010574,华南师范大学,广州校区大学城校园,广东省广州市番禺区广州大学城外环西路378号,翰园,二楼校友用餐专区,,https://www.scnu.edu.cn/,https://news.scnu.edu.cn/20277,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
广州市,4144010574,华南师范大学,广州校区石牌校园,广东省广州市天河区中山大道西55号,沁园,二楼校友用餐专区,,https://www.scnu.edu.cn/,https://news.scnu.edu.cn/20277,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
成都市,4151010613,西南交通大学,犀浦校区,四川省成都市郫都区犀安路999号,锦华苑餐厅,二食堂二楼,,https://www.swjtu.edu.cn/,https://hqfw.swjtu.edu.cn/xnjdhouqin/phone_article.html?id=42,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
成都市,4151010613,西南交通大学,犀浦校区,四川省成都市郫都区犀安路999号,锦馨苑餐厅,四食堂二楼,,https://www.swjtu.edu.cn/,https://hqfw.swjtu.edu.cn/xnjdhouqin/phone_article.html?id=42,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
成都市,4151010613,西南交通大学,犀浦校区,四川省成都市郫都区犀安路999号,风华苑餐厅,三食堂二楼,,https://www.swjtu.edu.cn/,https://hqfw.swjtu.edu.cn/xnjdhouqin/phone_article.html?id=42,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
昆明市,4153010673,云南大学,呈贡校区,昆明市呈贡区大学城东外环南路,知味堂一楼餐厅,知味堂一楼,,https://www.ynu.edu.cn/,https://www.hqjt.ynu.edu.cn/info/1028/3901.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
昆明市,4153010673,云南大学,呈贡校区,昆明市呈贡区大学城东外环南路,知味堂三楼餐厅,知味堂三楼,,https://www.ynu.edu.cn/,https://www.hqjt.ynu.edu.cn/info/1028/3901.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
昆明市,4153010673,云南大学,呈贡校区,昆明市呈贡区大学城东外环南路,知味堂二楼食堂,知味堂二楼,,https://www.ynu.edu.cn/,https://office.ynu.edu.cn/info/1076/1672.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
昆明市,4153010673,云南大学,呈贡校区,昆明市呈贡区大学城东外环南路,馀味堂一楼食堂,馀味堂一楼,,https://www.ynu.edu.cn/,https://office.ynu.edu.cn/info/1076/1672.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
昆明市,4153010673,云南大学,呈贡校区,昆明市呈贡区大学城东外环南路,馀味堂三楼食堂,馀味堂三楼,,https://www.ynu.edu.cn/,https://office.ynu.edu.cn/info/1076/1672.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
昆明市,4153010673,云南大学,呈贡校区,昆明市呈贡区大学城东外环南路,馀味堂二楼食堂,馀味堂二楼,,https://www.ynu.edu.cn/,https://office.ynu.edu.cn/info/1076/1672.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
杭州市,4133010336,杭州电子科技大学,下沙校区,浙江省杭州市钱塘区白杨街道2号大街1158号,中式快餐餐厅,B17食堂二楼,,https://intedu.hdu.edu.cn/12717/list.htm,https://intedu.hdu.edu.cn/12717/list.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
杭州市,4133010336,杭州电子科技大学,下沙校区,浙江省杭州市钱塘区白杨街道2号大街1158号,教工餐厅,B1食堂三楼,,https://intedu.hdu.edu.cn/12717/list.htm,https://intedu.hdu.edu.cn/12717/list.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
杭州市,4133010336,杭州电子科技大学,下沙校区,浙江省杭州市钱塘区白杨街道2号大街1158号,留学生餐厅,G区食堂二楼,,https://intedu.hdu.edu.cn/12717/list.htm,https://intedu.hdu.edu.cn/12717/list.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
杭州市,4133010336,杭州电子科技大学,下沙校区,浙江省杭州市钱塘区白杨街道2号大街1158号,第一餐厅,B17食堂一楼,,https://intedu.hdu.edu.cn/12717/list.htm,https://intedu.hdu.edu.cn/12717/list.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
杭州市,4133010336,杭州电子科技大学,下沙校区,浙江省杭州市钱塘区白杨街道2号大街1158号,第三餐厅,B1食堂一楼,,https://intedu.hdu.edu.cn/12717/list.htm,https://intedu.hdu.edu.cn/12717/list.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
杭州市,4133010336,杭州电子科技大学,下沙校区,浙江省杭州市钱塘区白杨街道2号大街1158号,第五餐厅,B9食堂一楼,,https://intedu.hdu.edu.cn/12717/list.htm,https://intedu.hdu.edu.cn/12717/list.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
杭州市,4133010336,杭州电子科技大学,下沙校区,浙江省杭州市钱塘区白杨街道2号大街1158号,第六餐厅,B9食堂二楼,,https://intedu.hdu.edu.cn/12717/list.htm,https://intedu.hdu.edu.cn/12717/list.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
杭州市,4133010336,杭州电子科技大学,下沙校区,浙江省杭州市钱塘区白杨街道2号大街1158号,风味餐厅,B17食堂三楼,,https://intedu.hdu.edu.cn/12717/list.htm,https://intedu.hdu.edu.cn/12717/list.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
杭州市,4133010335,浙江大学,紫金港校区,浙江省杭州市西湖区余杭塘路866号,三楼餐厅,紫金港食堂大楼三层东侧,,https://zulg.zju.edu.cn/guide/food.htm,https://zulg.zju.edu.cn/guide/food.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
杭州市,4133010335,浙江大学,紫金港校区,浙江省杭州市西湖区余杭塘路866号,东区食堂,紫金港食堂大楼二层东侧,,https://zulg.zju.edu.cn/guide/food.htm,https://zulg.zju.edu.cn/guide/food.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
杭州市,4133010335,浙江大学,紫金港校区,浙江省杭州市西湖区余杭塘路866号,临湖餐厅,一楼、二楼,,https://zulg.zju.edu.cn/guide/food.htm,https://zulg.zju.edu.cn/guide/food.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
杭州市,4133010335,浙江大学,紫金港校区,浙江省杭州市西湖区余杭塘路866号,休闲餐厅,紫金港食堂大楼一层西侧,,https://zulg.zju.edu.cn/guide/food.htm,https://zulg.zju.edu.cn/guide/food.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
杭州市,4133010335,浙江大学,紫金港校区,浙江省杭州市西湖区余杭塘路866号,民族餐厅,紫金港食堂大楼二层西侧,,https://zulg.zju.edu.cn/guide/food.htm,https://zulg.zju.edu.cn/guide/food.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
杭州市,4133010335,浙江大学,紫金港校区,浙江省杭州市西湖区余杭塘路866号,澄月餐厅一楼,一楼,,https://zulg.zju.edu.cn/guide/food.htm,https://zulg.zju.edu.cn/guide/food.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
杭州市,4133010335,浙江大学,紫金港校区,浙江省杭州市西湖区余杭塘路866号,澄月餐厅二楼,二楼,,https://zulg.zju.edu.cn/guide/food.htm,https://zulg.zju.edu.cn/guide/food.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
杭州市,4133010335,浙江大学,紫金港校区,浙江省杭州市西湖区余杭塘路866号,玉湖餐厅一楼,一楼,,https://zulg.zju.edu.cn/guide/food.htm,https://zulg.zju.edu.cn/guide/food.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
杭州市,4133010335,浙江大学,紫金港校区,浙江省杭州市西湖区余杭塘路866号,玉湖餐厅二楼,二楼,,https://zulg.zju.edu.cn/guide/food.htm,https://zulg.zju.edu.cn/guide/food.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
杭州市,4133010335,浙江大学,紫金港校区,浙江省杭州市西湖区余杭塘路866号,西区食堂,紫金港食堂大楼二层西侧,,https://zulg.zju.edu.cn/guide/food.htm,https://zulg.zju.edu.cn/guide/food.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
杭州市,4133010335,浙江大学,紫金港校区,浙江省杭州市西湖区余杭塘路866号,银泉餐厅一楼,一楼,,https://zulg.zju.edu.cn/guide/food.htm,https://zulg.zju.edu.cn/guide/food.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
杭州市,4133010335,浙江大学,紫金港校区,浙江省杭州市西湖区余杭塘路866号,银泉餐厅二楼,二楼,,https://zulg.zju.edu.cn/guide/food.htm,https://zulg.zju.edu.cn/guide/food.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
杭州市,4133010335,浙江大学,紫金港校区,浙江省杭州市西湖区余杭塘路866号,风味餐厅,紫金港食堂大楼一层东侧,,https://zulg.zju.edu.cn/guide/food.htm,https://zulg.zju.edu.cn/guide/food.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
杭州市,4133010335,浙江大学,紫金港校区,浙江省杭州市西湖区余杭塘路866号,麦香餐厅,紫金港医学专业图书馆一楼,,https://zulg.zju.edu.cn/guide/food.htm,https://zulg.zju.edu.cn/guide/food.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
沈阳市,4121010145,东北大学,浑南校区,辽宁省沈阳市浑南区创新路195号,浑南校区食堂三楼教工餐厅,三楼,,https://www.neu.edu.cn/xykd/5.htm,https://neunews.neu.edu.cn/info/1005/222641.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
济南市,4137010422,山东大学,洪家楼校区,济南市洪家楼5号,第七食堂,二楼教职工餐厅,,https://www.job.sdu.edu.cn/xqzy.htm,https://www.istudy.sdu.edu.cn/xysh/ct.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
济南市,4137010422,山东大学,趵突泉校区,济南市文化西路44号,杏园餐厅,二楼清真、三楼零点区,,https://www.job.sdu.edu.cn/xqzy.htm,https://www.istudy.sdu.edu.cn/xysh/ct.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
海口市,4146010589,海南大学,海甸校区,海南省海口市美兰区人民大道58号,第五学生食堂一楼,一楼,,https://www.hainanu.edu.cn/zjhd/hdzc.htm,https://he.hainanu.edu.cn/baozhang/info/1061/19933.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
海口市,4146010589,海南大学,海甸校区,海南省海口市美兰区人民大道58号,第六食堂二楼,二楼,,https://www.hainanu.edu.cn/zjhd/hdzc.htm,https://he.hainanu.edu.cn/baozhang/info/1061/19933.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
海口市,4146010589,海南大学,观澜湖校区,海南省海口市龙华区龙桥镇羊山大道52号,湖畔餐厅,一楼,,https://yx.hainanu.edu.cn/xsdh/xzhd1.htm,https://he.hainanu.edu.cn/baozhang/info/1038/11333.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
石家庄市,4113010094,河北师范大学,裕华校区,河北省石家庄市南二环东路20号,书香智慧餐厅（第五餐厅）,西食堂二楼,,https://www.hebtu.edu.cn/a/2014/09/09/392CD46E042D4ADB94CA73893C9D232B.html,https://www.hebtu.edu.cn/a/2014/09/09/392CD46E042D4ADB94CA73893C9D232B.html,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
石家庄市,4113010094,河北师范大学,裕华校区,河北省石家庄市南二环东路20号,凝味创意餐厅（第三餐厅）,主食堂三楼,,https://www.hebtu.edu.cn/a/2014/09/09/392CD46E042D4ADB94CA73893C9D232B.html,https://www.hebtu.edu.cn/a/2014/09/09/392CD46E042D4ADB94CA73893C9D232B.html,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
石家庄市,4113010094,河北师范大学,裕华校区,河北省石家庄市南二环东路20号,民族餐厅,西食堂一楼,,https://www.hebtu.edu.cn/a/2014/09/09/392CD46E042D4ADB94CA73893C9D232B.html,https://www.hebtu.edu.cn/a/2014/09/09/392CD46E042D4ADB94CA73893C9D232B.html,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
石家庄市,4113010094,河北师范大学,裕华校区,河北省石家庄市南二环东路20号,第一餐厅,主食堂一楼,,https://www.hebtu.edu.cn/a/2014/09/09/392CD46E042D4ADB94CA73893C9D232B.html,https://www.hebtu.edu.cn/a/2014/09/09/392CD46E042D4ADB94CA73893C9D232B.html,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
石家庄市,4113010094,河北师范大学,裕华校区,河北省石家庄市南二环东路20号,第二餐厅,主食堂二楼,,https://www.hebtu.edu.cn/a/2014/09/09/392CD46E042D4ADB94CA73893C9D232B.html,https://www.hebtu.edu.cn/a/2014/09/09/392CD46E042D4ADB94CA73893C9D232B.html,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
石家庄市,4113010094,河北师范大学,裕华校区,河北省石家庄市南二环东路20号,第四餐厅,西食堂一楼,,https://www.hebtu.edu.cn/a/2014/09/09/392CD46E042D4ADB94CA73893C9D232B.html,https://www.hebtu.edu.cn/a/2014/09/09/392CD46E042D4ADB94CA73893C9D232B.html,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
福州市,4135010386,福州大学,旗山校区,福建省福州市福州大学城乌龙江北大道2号,桃李园一楼餐厅,一楼,,https://zsks.fzu.edu.cn/info/1019/1621.htm,https://hqc.fzu.edu.cn/info/1032/3247.htm,confirmed_official_source,2026-08-11,历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层
西宁市,4163010746,青海师范大学,城北校区,青海省西宁市城北区海湖大道延伸段38号,清真餐厅二楼餐厅,二楼,2025-07-25,https://www.qhnu.edu.cn/info/1039/20706.htm,https://www.qhnu.edu.cn/info/1039/20706.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
西宁市,4163010746,青海师范大学,城北校区,青海省西宁市城北区海湖大道延伸段38号,馨园餐厅二楼食堂,二楼,2026-06-26,https://www.qhnu.edu.cn/index/tzgg.htm,https://www.qhnu.edu.cn/index/tzgg.htm,confirmed_official_source,2026-08-11,2026-08-11重新查阅高校官方页面；页面同时明确校区、餐饮点和楼层
